tx_id,tx_size,tx_fee
tx1496,96389,601
tx1497,27752,923
tx1498,7386,114
tx1499,97416,332
tx1500,84807,199
tx1501,75889,884
tx1502,44930,195
tx1503,49605,187
tx1504,16927,296
tx1505,45896,996
tx1506,25037,489
tx1507,31984,493
tx1508,31806,506
tx1509,89108,159
tx1510,26777,516
tx1511,14516,463
tx1512,63803,622
tx1513,86520,928
tx1514,96676,275
tx1515,49092,504
tx1516,91532,985
tx1517,77869,667
tx1518,47227,852
tx1519,15534,343
tx1520,6379,174
tx1521,6902,285
tx1522,41199,780
tx1523,36220,743
tx1524,55434,822
tx1525,98305,781
tx1526,58044,138
tx1527,1228,893
tx1528,91463,459
tx1529,89327,325
tx1530,34488,719
tx1531,47745,858
tx1532,70251,664
tx1533,81721,686
tx1534,99553,125
tx1535,13156,248
tx1536,94859,149
tx1537,20668,598
tx1538,36042,464
tx1539,69797,920
tx1540,22681,507
tx1541,39548,561
tx1542,98484,429
tx1543,96279,352
tx1544,25802,756
tx1545,86453,159
tx1546,65862,142
tx1547,80989,419
tx1548,37582,627
tx1549,32683,978
tx1550,46153,866
tx1551,26095,479
tx1552,36822,687
tx1553,11504,358
tx1554,10755,728
tx1555,30969,348
tx1556,31137,677
tx1557,26755,324
tx1558,36228,473
tx1559,74143,963
tx1560,85707,189
tx1561,58830,229
tx1562,58398,355
tx1563,26269,721
tx1564,51753,833
tx1565,68088,259
tx1566,84884,866
tx1567,35028,572
tx1568,54134,365
tx1569,56285,109
tx1570,94738,738
tx1571,22511,428
tx1572,20266,591
tx1573,8836,525
tx1574,96729,549
tx1575,47707,473
tx1576,50938,473
tx1577,13585,828
tx1578,76028,205
tx1579,58088,158
tx1580,78141,469
tx1581,12569,228
tx1582,92987,379
tx1583,97780,102
tx1584,18560,962
tx1585,53608,758
tx1586,37089,700
tx1587,75212,556
tx1588,31179,215
tx1589,14604,166
tx1590,92527,280
tx1591,71327,890
tx1592,44232,729
tx1593,55530,624
tx1594,27248,642
tx1595,96574,621
tx1596,29485,418
tx1597,85508,437
tx1598,33360,762
tx1599,29659,996
tx1600,9188,332
tx1601,35753,319
tx1602,8646,242
tx1603,26164,464
tx1604,46283,835
tx1605,61578,112
tx1606,11651,220
tx1607,4695,282
tx1608,6409,968
tx1609,67529,890
tx1610,12892,419
tx1611,31200,127
tx1612,34519,496
tx1613,20218,450
tx1614,91458,429
tx1615,61755,587
tx1616,68735,258
tx1617,79355,344
tx1618,62410,749
tx1619,70866,423
tx1620,62433,541
tx1621,67977,964
tx1622,74363,124
tx1623,81828,583
tx1624,20065,386
tx1625,5877,129
tx1626,52693,267
tx1627,39570,318
tx1628,57699,525
tx1629,19618,681
tx1630,30798,584
tx1631,49886,795
tx1632,67876,435
tx1633,79886,786
tx1634,88569,862
tx1635,53871,232
tx1636,20954,646
tx1637,90771,695
tx1638,57582,976
tx1639,13719,709
tx1640,89159,976
tx1641,46049,879
tx1642,81543,654
tx1643,48617,491
tx1644,95117,958
tx1645,64386,320
tx1646,1594,635
tx1647,21864,220
tx1648,46874,152
tx1649,83760,632
tx1650,30900,760
tx1651,67911,844
tx1652,76516,879
tx1653,12799,826
tx1654,49939,410
tx1655,21211,451
tx1656,67373,399
tx1657,39427,672
tx1658,17651,149
tx1659,36808,386
tx1660,60883,257
tx1661,77654,276
tx1662,22865,347
tx1663,76328,454
tx1664,47704,878
tx1665,18731,955
tx1666,11726,984
tx1667,14625,550
tx1668,30579,760
tx1669,20320,248
tx1670,54285,372
tx1671,95696,166
tx1672,31743,985
tx1673,91903,628
tx1674,46505,948
tx1675,39136,637
tx1676,6469,577
tx1677,15010,669
tx1678,5720,426
tx1679,60545,696
tx1680,74476,111
tx1681,74092,881
tx1682,6426,804
tx1683,14041,244
tx1684,45464,860
tx1685,20791,434
tx1686,12569,211
tx1687,51425,571
tx1688,28071,218
tx1689,7232,320
tx1690,24478,485
tx1691,73426,316
tx1692,22965,977
tx1693,97505,544
tx1694,71824,684
tx1695,46887,167
tx1696,47732,379
tx1697,46914,208
tx1698,76011,507
tx1699,61778,520
tx1700,13014,459
tx1701,25152,107
tx1702,15389,380
tx1703,47944,946
tx1704,91597,185
tx1705,4555,700
tx1706,24485,269
tx1707,91216,496
tx1708,77230,414
tx1709,58746,361
tx1710,91175,716
tx1711,73261,849
tx1712,82481,929
tx1713,7973,162
tx1714,58127,695
tx1715,65148,625
tx1716,42735,519
tx1717,76624,286
tx1718,95373,772
tx1719,6343,538
tx1720,5649,994
tx1721,38782,877
tx1722,4139,771
tx1723,21110,957
tx1724,30162,332
tx1725,79269,281
tx1726,52263,150
tx1727,30812,509
tx1728,11243,348
tx1729,41850,673
tx1730,68250,565
tx1731,55819,604
tx1732,93478,449
tx1733,8997,189
tx1734,39529,912
tx1735,85774,294
tx1736,63496,279
tx1737,45257,970
tx1738,90035,955
tx1739,8533,923
tx1740,70214,661
tx1741,90823,139
tx1742,57456,846
tx1743,39267,487
tx1744,76845,107
tx1745,62958,956
tx1746,18359,929
tx1747,14230,692
tx1748,35369,173
tx1749,13408,185
tx1750,33978,266
tx1751,96659,813
tx1752,32277,713
tx1753,98780,935
tx1754,8209,236
tx1755,67960,207
tx1756,64043,708
tx1757,64081,690
tx1758,7389,359
tx1759,58373,975
tx1760,55240,275
tx1761,6100,401
tx1762,26183,720
tx1763,98522,906
tx1764,25286,420
tx1765,71514,220
tx1766,90009,388
tx1767,24608,695
tx1768,92192,727
tx1769,5254,164
tx1770,90879,240
tx1771,20938,699
tx1772,58510,132
tx1773,56346,740
tx1774,69931,968
tx1775,20079,711
tx1776,31538,973
tx1777,84381,944
tx1778,98608,788
tx1779,71340,733
tx1780,56775,748
tx1781,29847,798
tx1782,16614,775
tx1783,71409,811
tx1784,8140,582
tx1785,8378,769
tx1786,29245,744
tx1787,50552,966
tx1788,93126,222
tx1789,47244,904
tx1790,8880,385
tx1791,58962,810
tx1792,49681,499
tx1793,17572,830
tx1794,78861,487
tx1795,62235,724
tx1796,18399,272
tx1797,27534,688
tx1798,78470,695
tx1799,45098,737
tx1800,13906,646
tx1801,65613,480
tx1802,49486,185
tx1803,79644,880
tx1804,27633,662
tx1805,51578,890
tx1806,47329,641
tx1807,20870,380
tx1808,59576,682
tx1809,51003,893
tx1810,37382,883
tx1811,60461,698
tx1812,78814,733
tx1813,12280,125
tx1814,24684,992
tx1815,52111,806
tx1816,24842,863
tx1817,21345,661
tx1818,63380,561
tx1819,57768,376
tx1820,33035,730
tx1821,37208,497
tx1822,89202,536
tx1823,48263,410
tx1824,99664,907
tx1825,38114,851
tx1826,24357,288
tx1827,93888,562
tx1828,33026,211
tx1829,66319,510
tx1830,6449,532
tx1831,99770,452
tx1832,2361,352
tx1833,29934,376
tx1834,37467,481
tx1835,36797,322
tx1836,90743,173
tx1837,16381,979
tx1838,48158,812
tx1839,55750,316
tx1840,81518,380
tx1841,91905,289
tx1842,21291,993
tx1843,24518,153
tx1844,60106,788
tx1845,89112,850
tx1846,55559,412
tx1847,77797,971
tx1848,12534,720
tx1849,33207,479
tx1850,14240,215
tx1851,34159,153
tx1852,21437,528
tx1853,3642,677
tx1854,59221,777
tx1855,96432,621
tx1856,75633,151
tx1857,44970,760
tx1858,16386,683
tx1859,6513,325
tx1860,86482,333
tx1861,23152,623
tx1862,9760,584
tx1863,22895,529
tx1864,34550,339
tx1865,85625,792
tx1866,31437,339
tx1867,73533,542
tx1868,94527,848
tx1869,9217,542
tx1870,92287,993
tx1871,38642,483
tx1872,57276,178
tx1873,72077,223
tx1874,47389,387
tx1875,71224,233
tx1876,52861,807
tx1877,73177,447
tx1878,30753,771
tx1879,37678,373
tx1880,35069,816
tx1881,48359,371
tx1882,60532,692
tx1883,97651,165
tx1884,75836,437
tx1885,44292,494
tx1886,91382,889
tx1887,44368,274
tx1888,99015,662
tx1889,49982,624
tx1890,9322,514
tx1891,24000,913
tx1892,54629,863
tx1893,56025,543
tx1894,83645,490
tx1895,76817,283
tx1896,53788,537
tx1897,54085,615
tx1898,77002,357
tx1899,39501,283
tx1900,74539,899
tx1901,13937,490
tx1902,56620,369
tx1903,47829,908
tx1904,15481,899
tx1905,21070,867
tx1906,18170,947
tx1907,4058,161
tx1908,47531,223
tx1909,18976,247
tx1910,49706,631
tx1911,54735,367
tx1912,47750,406
tx1913,1026,945
tx1914,33948,475
tx1915,70699,376
tx1916,44168,516
tx1917,79170,140
tx1918,77274,160
tx1919,22862,293
tx1920,54157,811
tx1921,91486,787
tx1922,49153,925
tx1923,1418,114
tx1924,23391,876
tx1925,17936,617
tx1926,61134,403
tx1927,38300,644
tx1928,79798,411
tx1929,30890,908
tx1930,2820,893
tx1931,35832,516
tx1932,49129,470
tx1933,52401,816
tx1934,52797,423
tx1935,2272,592
tx1936,23646,118
tx1937,57203,165
tx1938,44881,516
tx1939,49553,970
tx1940,71038,524
tx1941,32526,451
tx1942,96542,115
tx1943,99786,550
tx1944,70426,938
tx1945,68480,217
tx1946,11497,157
tx1947,25526,450
tx1948,53167,402
tx1949,84480,125
tx1950,78539,712
tx1951,31091,141
tx1952,82766,563
tx1953,45350,540
tx1954,81515,518
tx1955,28581,831
tx1956,81965,769
tx1957,38532,398
tx1958,60354,221
tx1959,71835,986
tx1960,49419,183
tx1961,48567,265
tx1962,65316,735
tx1963,79454,917
tx1964,43357,684
tx1965,33504,850
tx1966,82340,260
tx1967,10949,202
tx1968,50446,703
tx1969,77410,625
tx1970,7023,632
tx1971,50752,923
tx1972,40881,449
tx1973,72483,371
tx1974,55471,531
tx1975,28340,126
tx1976,30293,181
tx1977,54480,123
tx1978,86622,826
tx1979,26741,983
tx1980,51919,149
tx1981,98682,799
tx1982,61820,445
tx1983,32351,182
tx1984,64172,355
tx1985,81702,798
tx1986,80144,655
tx1987,46626,178
tx1988,76469,987
tx1989,21776,184
tx1990,6478,913
tx1991,17001,242
tx1992,63786,220
tx1993,37323,151
tx1994,22523,781
tx1995,55327,363
tx1996,90746,240
tx1997,91430,259
tx1998,72957,477
tx1999,29460,109
tx2000,50242,392
tx2001,16389,654
tx2002,4337,462
tx2003,48831,488
tx2004,78692,272
tx2005,4920,739
tx2006,20279,249
tx2007,99646,560
tx2008,3561,974
tx2009,96997,339
tx2010,38433,782
tx2011,91492,964
tx2012,27092,270
tx2013,61518,828
tx2014,97725,163
tx2015,72326,171
tx2016,89303,785
tx2017,94236,779
tx2018,97239,701
tx2019,96247,843
tx2020,33016,366
tx2021,33064,525
tx2022,11934,936
tx2023,22320,768
tx2024,3761,854
tx2025,76333,653
tx2026,99438,862
tx2027,59137,888
tx2028,65910,715
tx2029,39462,488
tx2030,93946,722
tx2031,42392,216
tx2032,91891,536
tx2033,4996,532
tx2034,63232,947
tx2035,13573,995
tx2036,54784,641
tx2037,32820,149
tx2038,86084,968
tx2039,54411,764
tx2040,25085,400
tx2041,58571,478
tx2042,35813,951
tx2043,36149,887
tx2044,46278,417
tx2045,55003,139
tx2046,37572,974
tx2047,14138,995
tx2048,44557,496
tx2049,98210,481
tx2050,79217,185
tx2051,58653,849
tx2052,35840,579
tx2053,34938,793
tx2054,56041,581
tx2055,78747,829
tx2056,36251,903
tx2057,96144,274
tx2058,27121,371
tx2059,88607,384
tx2060,41484,290
tx2061,56747,816
tx2062,67109,793
tx2063,18882,978
tx2064,84984,115
tx2065,54640,489
tx2066,14243,116
tx2067,14116,646
tx2068,60537,834
tx2069,65913,647
tx2070,12217,748
tx2071,1577,708
tx2072,95854,367
tx2073,23001,728
tx2074,93958,455
tx2075,42323,902
tx2076,82151,503
tx2077,48308,840
tx2078,28954,523
tx2079,28004,409
tx2080,45185,419
tx2081,62644,810
tx2082,84473,879
tx2083,83761,617
tx2084,85524,105
tx2085,54461,578
tx2086,11076,570
tx2087,85655,398
tx2088,59369,120
tx2089,52468,892
tx2090,23882,914
tx2091,34388,961
tx2092,79875,650
tx2093,12348,353
tx2094,7094,713
tx2095,73963,281
tx2096,6244,442
tx2097,51820,439
tx2098,36626,493
tx2099,62433,677
tx2100,34907,317
tx2101,79822,681
tx2102,16139,237
tx2103,10709,652
tx2104,57326,511
tx2105,15935,929
tx2106,48858,895
tx2107,62640,810
tx2108,4649,412
tx2109,12292,105
tx2110,9221,640
tx2111,46889,189
tx2112,17630,840
tx2113,38428,704
tx2114,3807,571
tx2115,93076,893
tx2116,64551,291
tx2117,6342,229
tx2118,22655,526
tx2119,46242,874
tx2120,5282,643
tx2121,9970,244
tx2122,7423,465
tx2123,87087,290
tx2124,68837,199
tx2125,55187,407
tx2126,60007,526
tx2127,18114,970
tx2128,43615,803
tx2129,10649,295
tx2130,45275,932
tx2131,73076,367
tx2132,50749,157
tx2133,49397,997
tx2134,56784,135
tx2135,49336,520
tx2136,48080,205
tx2137,76599,804
tx2138,42148,225
tx2139,8740,902
tx2140,21643,519
tx2141,76686,425
tx2142,38047,752
tx2143,35540,549
tx2144,7070,614
tx2145,68665,575
tx2146,4070,873
tx2147,42374,921
tx2148,58770,651
tx2149,43512,731
tx2150,22304,601
tx2151,91619,876
tx2152,76539,257
tx2153,12517,954
tx2154,70165,840
tx2155,92486,393
tx2156,31873,198
tx2157,31112,217
tx2158,93513,714
tx2159,53519,294
tx2160,5883,997
tx2161,93393,782
tx2162,77278,338
tx2163,40256,352
tx2164,83051,349
tx2165,4863,205
tx2166,12659,231
tx2167,5365,852
tx2168,19830,816
tx2169,87657,255
tx2170,57783,182
tx2171,38474,233
tx2172,8180,257
tx2173,45826,935
tx2174,22142,763
tx2175,10531,282
tx2176,13406,484
tx2177,39727,858
tx2178,55474,396
tx2179,59991,131
tx2180,27900,782
tx2181,10621,274
tx2182,61924,288
tx2183,82812,434
tx2184,48027,126
tx2185,36718,297
tx2186,48111,730
tx2187,83856,395
tx2188,10398,665
tx2189,61780,565
tx2190,49844,771
tx2191,24410,916
tx2192,27782,531
tx2193,21813,597
tx2194,41290,306
tx2195,43571,453
tx2196,31123,349
tx2197,11025,447
tx2198,25685,911
tx2199,68495,384
tx2200,53135,281
tx2201,16563,557
tx2202,53899,667
tx2203,12715,952
tx2204,25804,719
tx2205,43077,528
tx2206,18235,398
tx2207,64394,597
tx2208,60662,475
tx2209,59976,103
tx2210,54557,290
tx2211,11726,882
tx2212,56627,475
tx2213,42200,123
tx2214,5214,981
tx2215,80399,222
tx2216,46389,863
tx2217,92968,343
tx2218,49776,401
tx2219,12545,720
tx2220,5369,783
tx2221,33879,305
tx2222,92100,915
tx2223,19845,806
tx2224,59082,731
tx2225,75074,130
tx2226,18760,580
tx2227,97348,921
tx2228,34782,442
tx2229,21506,652
tx2230,16102,396
tx2231,16121,980
tx2232,92841,987
tx2233,63736,307
tx2234,17708,115
tx2235,10487,346
tx2236,35418,791
tx2237,26832,847
tx2238,56651,522
tx2239,89295,428
tx2240,84485,170
tx2241,35549,218
tx2242,43735,525
tx2243,31320,373
tx2244,18706,965
tx2245,31314,824
tx2246,48665,154
tx2247,12557,922
tx2248,74849,280
tx2249,97861,568
tx2250,26762,819
tx2251,73996,927
tx2252,59747,312
tx2253,37925,699
tx2254,60044,734
tx2255,94395,442
tx2256,25060,349
tx2257,13362,841
tx2258,65391,572
tx2259,78972,210
tx2260,9800,278
tx2261,84044,576
tx2262,42912,328
tx2263,61642,351
tx2264,14314,601
tx2265,67780,907
tx2266,26821,728
tx2267,78219,954
tx2268,99434,407
tx2269,14608,442
tx2270,43364,982
tx2271,51392,781
tx2272,25246,630
tx2273,72407,104
tx2274,91187,507
tx2275,18756,634
tx2276,51308,598
tx2277,18293,620
tx2278,86065,113
tx2279,6740,347
tx2280,97742,306
tx2281,10124,175
tx2282,44339,919
tx2283,91834,183
tx2284,4125,675
tx2285,11194,690
tx2286,76312,838
tx2287,8827,369
tx2288,56598,866
tx2289,28617,754
tx2290,36199,889
tx2291,65867,376
tx2292,3617,863
tx2293,84396,396
tx2294,58090,977
tx2295,88069,231
tx2296,64389,488
tx2297,42895,383
tx2298,41850,308
tx2299,30064,491
tx2300,18702,744
tx2301,69620,344
tx2302,60567,592
tx2303,6005,733
tx2304,64183,602
tx2305,56211,992
tx2306,15442,332
tx2307,66913,497
tx2308,70575,513
tx2309,78394,863
tx2310,31385,739
tx2311,85600,880
tx2312,71443,861
tx2313,53198,704
tx2314,16642,330
tx2315,11128,919
tx2316,36908,239
tx2317,10470,316
tx2318,71191,638
tx2319,32625,563
tx2320,64653,232
tx2321,71181,312
tx2322,16213,423
tx2323,13010,877
tx2324,8796,626
tx2325,51997,849
tx2326,61317,498
tx2327,69436,103
tx2328,54196,152
tx2329,61894,447
tx2330,35234,217
tx2331,42171,595
tx2332,41579,957
tx2333,43826,759
tx2334,13581,330
tx2335,14571,509
tx2336,67740,225
tx2337,74887,465
tx2338,3602,510
tx2339,20628,448
tx2340,64712,352
tx2341,70012,623
tx2342,96953,876
tx2343,94289,738
tx2344,2110,699
tx2345,22746,622
tx2346,21262,589
tx2347,92832,672
tx2348,80609,549
tx2349,87382,541
tx2350,34252,989
tx2351,46677,790
tx2352,2540,830
tx2353,41859,551
tx2354,69158,995
tx2355,53043,652
tx2356,64926,159
tx2357,53113,702
tx2358,86387,669
tx2359,57893,265
tx2360,34501,809
tx2361,39885,558
tx2362,72532,707
tx2363,63760,899
tx2364,43865,159
tx2365,39794,682
tx2366,62611,421
tx2367,17774,423
tx2368,78514,344
tx2369,61579,738
tx2370,64564,561
tx2371,79085,563
tx2372,69418,913
tx2373,75698,235
tx2374,89032,549
tx2375,17847,997
tx2376,1124,362
tx2377,7250,624
tx2378,12211,950
tx2379,35723,849
tx2380,50357,430
tx2381,56198,767
tx2382,59239,405
tx2383,22456,247
tx2384,34384,584
tx2385,58427,977
tx2386,43760,709
tx2387,40572,990
tx2388,83625,889
tx2389,67866,998
tx2390,46795,918
tx2391,71383,104
tx2392,8017,880
tx2393,48190,527
tx2394,30831,481
tx2395,22293,231
tx2396,27434,654
tx2397,14759,503
tx2398,55976,930
tx2399,86907,360
tx2400,76610,369
tx2401,19249,524
tx2402,88221,937
tx2403,9926,697
tx2404,81496,196
tx2405,12738,372
tx2406,44697,792
tx2407,88186,100
tx2408,16902,482
tx2409,31141,788
tx2410,19068,500
tx2411,44613,864
tx2412,90530,179
tx2413,6254,631
tx2414,53943,107
tx2415,27311,387
tx2416,20321,910
tx2417,36354,892
tx2418,50860,576
tx2419,46356,958
tx2420,8279,234
tx2421,53728,237
tx2422,68240,377
tx2423,7214,424
tx2424,49392,287
tx2425,59746,370
tx2426,56012,431
tx2427,21423,186
tx2428,24428,663
tx2429,51647,942
tx2430,8944,254
tx2431,42429,552
tx2432,61366,267
tx2433,86626,414
tx2434,87440,776
tx2435,49135,571
tx2436,21843,631
tx2437,32083,966
tx2438,55745,511
tx2439,10508,748
tx2440,4758,456
tx2441,50141,579
tx2442,46571,607
tx2443,19679,506
tx2444,6334,952
tx2445,68026,830
tx2446,58250,769
tx2447,29515,986
tx2448,9981,542
tx2449,48995,557
tx2450,18347,239
tx2451,74594,589
tx2452,50153,442
tx2453,65983,969
tx2454,58058,877
tx2455,10573,905
tx2456,57097,925
tx2457,81393,387
tx2458,61651,132
tx2459,71048,374
tx2460,30847,258
tx2461,32061,799
tx2462,86364,412
tx2463,56479,306
tx2464,72305,944
tx2465,17853,600
tx2466,77529,972
tx2467,9116,642
tx2468,19536,148
tx2469,28270,307
tx2470,6000,415
tx2471,12962,687
tx2472,75429,797
tx2473,2484,257
tx2474,29282,531
tx2475,62572,567
tx2476,67424,818
tx2477,5277,468
tx2478,86498,778
tx2479,30324,436
tx2480,53422,114
tx2481,35868,458
tx2482,14213,602
tx2483,88244,691
tx2484,17030,695
tx2485,79815,581
tx2486,97666,312
tx2487,3810,595
tx2488,94457,669
tx2489,36266,445
tx2490,32467,219
tx2491,28177,671
tx2492,58892,776
tx2493,5151,487
tx2494,60675,799
tx2495,34349,991
tx2496,39265,861
tx2497,46069,617
tx2498,8480,530
tx2499,41543,389
tx2500,96000,504
tx2501,18820,767
tx2502,21771,773
tx2503,36444,394
tx2504,11703,1000
tx2505,13069,770
tx2506,49659,490
tx2507,41992,309
tx2508,71560,665
tx2509,1900,722
tx2510,65235,466
tx2511,45622,466
tx2512,49831,216
tx2513,61820,992
tx2514,49334,732
tx2515,77659,990
tx2516,98928,744
tx2517,75291,791
tx2518,34845,686
tx2519,31933,913
tx2520,29153,720
tx2521,72049,763
tx2522,32127,724
tx2523,24271,966
tx2524,89753,474
tx2525,20848,610
tx2526,91560,309
tx2527,76350,337
tx2528,70471,268
tx2529,19435,283
tx2530,60658,128
tx2531,23957,452
tx2532,66227,945
tx2533,26023,252
tx2534,25831,434
tx2535,88100,817
tx2536,42636,835
tx2537,40596,580
tx2538,89742,683
tx2539,93774,967
tx2540,62725,779
tx2541,36726,644
tx2542,81328,703
tx2543,63054,471
tx2544,8954,796
tx2545,8363,624
tx2546,56056,720
tx2547,86057,610
tx2548,12519,482
tx2549,96817,697
tx2550,59857,989
tx2551,27560,314
tx2552,83691,785
tx2553,98233,278
tx2554,54217,588
tx2555,98638,393
tx2556,28336,811
tx2557,32208,993
tx2558,51711,272
tx2559,59771,856
tx2560,27524,442
tx2561,83161,248
tx2562,88748,302
tx2563,77293,522
tx2564,84133,816
tx2565,72601,219
tx2566,94566,250
tx2567,81350,536
tx2568,4074,268
tx2569,69999,477
tx2570,67610,529
tx2571,61145,945
tx2572,4220,635
tx2573,83781,132
tx2574,31486,869
tx2575,66677,591
tx2576,24325,392
tx2577,94639,463
tx2578,61326,415
tx2579,89237,923
tx2580,35469,148
tx2581,72467,235
tx2582,6316,627
tx2583,31386,785
tx2584,4033,617
tx2585,2622,729
tx2586,15481,663
tx2587,66099,488
tx2588,78024,300
tx2589,23802,554
tx2590,47167,810
tx2591,89378,603
tx2592,51680,518
tx2593,48465,137
tx2594,26465,307
tx2595,90099,571
tx2596,78961,331
tx2597,46114,114
tx2598,83869,555
tx2599,68491,798
tx2600,13840,434
tx2601,8500,823
tx2602,93672,544
tx2603,79969,501
tx2604,32611,299
tx2605,22548,453
tx2606,58537,742
tx2607,64864,479
tx2608,29686,233
tx2609,42238,920
tx2610,20055,272
tx2611,17195,956
tx2612,88025,629
tx2613,42853,992
tx2614,23157,980
tx2615,68253,515
tx2616,54410,200
tx2617,30870,414
tx2618,46484,180
tx2619,78090,956
tx2620,57698,610
tx2621,28690,674
tx2622,4236,548
tx2623,69535,249
tx2624,28921,167
tx2625,26046,837
tx2626,24278,913
tx2627,89947,190
tx2628,47576,260
tx2629,16710,115
tx2630,27674,865
tx2631,16312,789
tx2632,93818,355
tx2633,55039,692
tx2634,27308,128
tx2635,80550,206
tx2636,45021,927
tx2637,60605,613
tx2638,95376,877
tx2639,22675,698
tx2640,32526,950
tx2641,75231,345
tx2642,26480,756
tx2643,17383,615
tx2644,47384,353
tx2645,82222,913
tx2646,33978,948
tx2647,49466,430
tx2648,9627,295
tx2649,45360,121
tx2650,13585,794
tx2651,21928,515
tx2652,46290,726
tx2653,11108,771
tx2654,14596,603
tx2655,99374,943
tx2656,61555,460
tx2657,81541,564
tx2658,23561,342
tx2659,57529,612
tx2660,31338,855
tx2661,74384,655
tx2662,94477,462
tx2663,32364,903
tx2664,65809,657
tx2665,71200,974
tx2666,48335,959
tx2667,70192,803
tx2668,76014,345
tx2669,7434,266
tx2670,27735,699
tx2671,76599,811
tx2672,15015,738
tx2673,91867,780
tx2674,5839,857
tx2675,57356,999
tx2676,13426,126
tx2677,27995,273
tx2678,21056,255
tx2679,96299,878
tx2680,3564,719
tx2681,12125,196
tx2682,85616,392
tx2683,46812,285
tx2684,23028,601
tx2685,83876,552
tx2686,33221,753
tx2687,6523,773
tx2688,27635,702
tx2689,39291,246
tx2690,1662,552
tx2691,24996,175
tx2692,68164,724
tx2693,85473,591
tx2694,45704,780
tx2695,39025,949
tx2696,61554,315
tx2697,82264,456
tx2698,78541,337
tx2699,16118,567
tx2700,34675,829
tx2701,65531,545
tx2702,24248,956
tx2703,52171,815
tx2704,59648,771
tx2705,7457,241
tx2706,51444,442
tx2707,36465,813
tx2708,3560,451
tx2709,39924,523
tx2710,13153,299
tx2711,70035,130
tx2712,85556,444
tx2713,1363,403
tx2714,80998,231
tx2715,15130,692
tx2716,41245,749
tx2717,52841,499
tx2718,30885,587
tx2719,95027,725
tx2720,17498,880
tx2721,2510,535
tx2722,21610,336
tx2723,73697,851
tx2724,30333,402
tx2725,75960,691
tx2726,89899,961
tx2727,64398,601
tx2728,86217,954
tx2729,81028,617
tx2730,7650,830
tx2731,88223,432
tx2732,30945,883
tx2733,31883,915
tx2734,35995,544
tx2735,57741,430
tx2736,77047,354
tx2737,21926,226
tx2738,85800,261
tx2739,96992,111
tx2740,16526,583
tx2741,50390,744
tx2742,47077,280
tx2743,63421,257
tx2744,53992,929
tx2745,81311,986
tx2746,91993,838
tx2747,17436,457
tx2748,99224,269
tx2749,92739,757
tx2750,77275,678
tx2751,12512,632
tx2752,64742,561
tx2753,74935,653
tx2754,72607,806
tx2755,30410,959
tx2756,87281,218
tx2757,51302,655
tx2758,18124,953
tx2759,47240,492
tx2760,10743,424
tx2761,55436,913
tx2762,85639,797
tx2763,27612,324
tx2764,44928,240
tx2765,45485,771
tx2766,77999,689
tx2767,17437,421
tx2768,64571,594
tx2769,33202,581
tx2770,24768,576
tx2771,63445,449
tx2772,50933,507
tx2773,35242,534
tx2774,80891,894
tx2775,97393,646
tx2776,91195,789
tx2777,98662,225
tx2778,5682,816
tx2779,53987,314
tx2780,36276,205
tx2781,56855,719
tx2782,23677,668
tx2783,18862,663
tx2784,61925,558
tx2785,45970,865
tx2786,33903,919
tx2787,63947,519
tx2788,45481,751
tx2789,98319,517
tx2790,23099,464
tx2791,53506,653
tx2792,86283,320
tx2793,84539,856
tx2794,76087,923
tx2795,24548,626
tx2796,45881,948
tx2797,24186,300
tx2798,67133,819
tx2799,58010,993
tx2800,82040,966
tx2801,55432,465
tx2802,80429,396
tx2803,54278,944
tx2804,53876,392
tx2805,1066,137
tx2806,50201,316
tx2807,40471,479
tx2808,27336,328
tx2809,14174,537
tx2810,83630,422
tx2811,87390,968
tx2812,19051,285
tx2813,45126,198
tx2814,64533,705
tx2815,28266,444
tx2816,23423,243
tx2817,35381,479
tx2818,52769,691
tx2819,66042,106
tx2820,72919,807
tx2821,12307,585
tx2822,5598,695
tx2823,5055,401
tx2824,69075,626
tx2825,48463,611
tx2826,43195,361
tx2827,79450,369
tx2828,49995,170
tx2829,12057,723
tx2830,51624,379
tx2831,61087,570
tx2832,30508,834
tx2833,96675,706
tx2834,19596,398
tx2835,93723,595
tx2836,7218,106
tx2837,43056,877
tx2838,93675,836
tx2839,49563,235
tx2840,67574,606
tx2841,81294,129
tx2842,7778,474
tx2843,54351,946
tx2844,7282,900
tx2845,49685,741
tx2846,32813,659
tx2847,43629,303
tx2848,55969,987
tx2849,48673,346
tx2850,99112,561
tx2851,15188,887
tx2852,60440,620
tx2853,87023,683
tx2854,67470,975
tx2855,85972,472
tx2856,6484,112
tx2857,23238,651
tx2858,42445,638
tx2859,59682,125
tx2860,53736,231
tx2861,73727,789
tx2862,4243,151
tx2863,75531,740
tx2864,5904,104
tx2865,13442,197
tx2866,93914,393
tx2867,23147,944
tx2868,68333,776
tx2869,54546,301
tx2870,22775,203
tx2871,89630,476
tx2872,72477,145
tx2873,44265,144
tx2874,89802,812
tx2875,38747,787
tx2876,48006,165
tx2877,21830,423
tx2878,25888,844
tx2879,30166,341
tx2880,32609,216
tx2881,35328,706
tx2882,87623,973
tx2883,54153,996
tx2884,70704,276
tx2885,60280,357
tx2886,70201,611
tx2887,80068,833
tx2888,97087,149
tx2889,23394,126
tx2890,87914,761
tx2891,78881,570
tx2892,91729,560
tx2893,60012,346
