tx_id,tx_size,tx_fee
tx20094,95687,785
tx20095,47490,655
tx20096,8400,597
tx20097,21421,468
tx20098,88847,147
tx20099,80348,111
tx20100,94236,171
tx20101,32325,213
tx20102,28730,538
tx20103,15323,529
tx20104,72401,376
tx20105,77490,460
tx20106,61546,965
tx20107,15660,726
tx20108,47844,176
tx20109,62894,745
tx20110,2769,578
tx20111,42510,719
tx20112,43152,277
tx20113,15821,338
tx20114,47303,230
tx20115,99663,265
tx20116,5406,507
tx20117,59101,542
tx20118,24218,572
tx20119,62216,812
tx20120,87324,176
tx20121,59197,574
tx20122,9714,491
tx20123,20318,625
tx20124,93105,208
tx20125,90693,844
tx20126,54496,674
tx20127,68970,778
tx20128,14838,543
tx20129,18740,425
tx20130,85068,713
tx20131,43564,666
tx20132,56782,631
tx20133,15898,383
tx20134,6248,558
tx20135,42557,475
tx20136,85616,977
tx20137,70771,675
tx20138,32683,636
tx20139,52453,161
tx20140,64634,767
tx20141,70808,351
tx20142,94317,178
tx20143,63640,722
tx20144,24919,817
tx20145,48985,185
tx20146,58730,351
tx20147,32034,673
tx20148,95314,919
tx20149,88719,588
tx20150,11545,798
tx20151,74666,431
tx20152,37025,650
tx20153,66844,519
tx20154,84709,217
tx20155,81520,984
tx20156,46270,391
tx20157,11982,861
tx20158,73324,405
tx20159,8930,847
tx20160,16271,339
tx20161,62606,834
tx20162,57684,892
tx20163,39490,485
tx20164,72505,476
tx20165,33791,379
tx20166,24660,717
tx20167,38694,144
tx20168,37179,657
tx20169,74976,363
tx20170,56199,681
tx20171,59922,110
tx20172,36384,104
tx20173,89843,494
tx20174,25096,584
tx20175,55379,346
tx20176,32482,597
tx20177,8158,383
tx20178,46889,658
tx20179,60912,888
tx20180,97568,522
tx20181,53969,522
tx20182,64619,836
tx20183,82540,946
tx20184,74985,568
tx20185,51255,900
tx20186,64030,813
tx20187,63397,743
tx20188,17719,368
tx20189,17019,224
tx20190,72865,404
tx20191,34180,579
tx20192,56848,866
tx20193,9337,954
tx20194,62883,475
tx20195,52159,790
tx20196,12790,430
tx20197,7473,307
tx20198,85799,620
tx20199,93420,885
tx20200,98918,760
tx20201,13387,985
tx20202,90192,757
tx20203,15708,159
tx20204,88404,404
tx20205,68026,563
tx20206,67219,316
tx20207,95425,787
tx20208,55919,803
tx20209,46512,244
tx20210,33144,267
tx20211,69086,734
tx20212,79216,749
tx20213,69894,517
tx20214,18614,511
tx20215,99487,285
tx20216,63540,913
tx20217,38266,957
tx20218,63432,546
tx20219,3284,302
tx20220,27919,480
tx20221,96891,287
tx20222,48067,334
tx20223,67225,405
tx20224,91461,682
tx20225,56289,572
tx20226,97068,577
tx20227,2139,604
tx20228,42539,140
tx20229,81606,616
tx20230,81521,476
tx20231,85119,855
tx20232,92259,994
tx20233,95761,100
tx20234,34882,517
tx20235,57183,121
tx20236,60297,106
tx20237,48212,460
tx20238,13934,648
tx20239,89359,501
tx20240,40197,664
tx20241,89668,108
tx20242,27335,156
tx20243,22365,916
tx20244,80508,291
tx20245,60527,890
tx20246,65171,983
tx20247,74043,861
tx20248,26648,463
tx20249,66292,141
tx20250,31892,514
tx20251,74752,204
tx20252,71492,337
tx20253,94470,582
tx20254,51269,144
tx20255,51495,753
tx20256,99605,755
tx20257,63527,291
tx20258,11917,737
tx20259,45031,845
tx20260,8160,499
tx20261,85690,766
tx20262,97759,589
tx20263,42123,186
tx20264,85425,585
tx20265,32333,780
tx20266,85816,372
tx20267,78886,144
tx20268,17385,670
tx20269,80840,525
tx20270,87061,820
tx20271,60244,716
tx20272,87534,921
tx20273,49536,271
tx20274,8734,565
tx20275,69530,957
tx20276,10737,142
tx20277,63280,515
tx20278,79958,275
tx20279,52358,226
tx20280,49157,791
tx20281,31417,535
tx20282,96725,350
tx20283,98385,468
tx20284,87961,651
tx20285,73576,488
tx20286,70927,307
tx20287,77761,827
tx20288,55060,675
tx20289,56535,160
tx20290,9265,839
tx20291,28833,333
tx20292,94558,441
tx20293,26298,672
tx20294,34224,579
tx20295,13312,959
tx20296,95217,381
tx20297,62463,997
tx20298,34643,226
tx20299,44289,749
tx20300,50339,953
tx20301,28761,189
tx20302,24219,422
tx20303,94898,399
tx20304,25403,756
tx20305,11137,674
tx20306,45331,304
tx20307,50435,295
tx20308,69604,143
tx20309,86143,502
tx20310,16336,237
tx20311,75483,434
tx20312,64888,396
tx20313,14631,735
tx20314,12043,214
tx20315,6924,827
tx20316,73814,193
tx20317,58231,705
tx20318,44650,610
tx20319,68283,856
tx20320,29567,826
tx20321,7839,723
tx20322,29118,813
tx20323,13054,353
tx20324,84756,858
tx20325,37388,799
tx20326,86860,462
tx20327,49038,737
tx20328,75126,898
tx20329,18978,873
tx20330,30492,947
tx20331,28959,882
tx20332,71423,654
tx20333,60627,468
tx20334,7480,800
tx20335,70169,116
tx20336,96596,784
tx20337,98294,171
tx20338,22317,255
tx20339,56557,123
tx20340,70230,367
tx20341,29330,402
tx20342,75511,984
tx20343,6740,668
tx20344,91610,563
tx20345,8430,776
tx20346,47489,987
tx20347,7831,138
tx20348,64959,517
tx20349,99528,474
tx20350,37014,507
tx20351,91811,152
tx20352,57584,445
tx20353,91399,169
tx20354,63107,412
tx20355,99608,271
tx20356,93320,463
tx20357,8020,126
tx20358,41133,619
tx20359,4797,702
tx20360,67790,832
tx20361,17282,617
tx20362,10918,384
tx20363,18811,357
tx20364,85742,556
tx20365,26513,763
tx20366,8061,901
tx20367,45699,325
tx20368,96323,417
tx20369,62891,680
tx20370,98425,452
tx20371,60279,841
tx20372,13074,229
tx20373,82781,178
tx20374,73363,326
tx20375,71703,528
tx20376,45508,360
tx20377,40654,834
tx20378,15041,707
tx20379,73604,900
tx20380,74452,504
tx20381,28881,801
tx20382,2257,489
tx20383,5135,659
tx20384,7515,507
tx20385,15915,457
tx20386,98180,545
tx20387,56632,323
tx20388,25972,706
tx20389,77190,827
tx20390,92456,710
tx20391,87548,780
tx20392,87854,776
tx20393,10136,678
tx20394,77867,942
tx20395,82496,567
tx20396,50637,768
tx20397,99346,346
tx20398,61385,215
tx20399,91017,601
tx20400,43407,851
tx20401,27194,256
tx20402,22489,320
tx20403,96448,627
tx20404,77617,403
tx20405,18948,612
tx20406,23412,798
tx20407,11657,164
tx20408,51747,517
tx20409,82156,892
tx20410,28474,252
tx20411,96195,401
tx20412,74683,889
tx20413,4670,119
tx20414,30692,211
tx20415,96280,367
tx20416,69596,322
tx20417,52145,755
tx20418,26387,437
tx20419,44777,939
tx20420,10759,528
tx20421,14664,959
tx20422,84707,466
tx20423,31645,994
tx20424,71840,573
tx20425,85680,525
tx20426,91254,379
tx20427,27703,788
tx20428,23937,257
tx20429,7945,674
tx20430,34488,704
tx20431,43449,981
tx20432,48531,286
tx20433,50664,336
tx20434,65942,616
tx20435,5400,552
tx20436,16791,479
tx20437,6009,348
tx20438,38521,182
tx20439,16572,655
tx20440,6208,160
tx20441,40443,732
tx20442,51205,474
tx20443,19203,576
tx20444,47987,133
tx20445,53123,511
tx20446,34598,452
tx20447,62344,435
tx20448,96255,585
tx20449,66109,674
tx20450,92859,176
tx20451,25723,548
tx20452,95344,678
tx20453,76419,684
tx20454,46355,422
tx20455,37788,456
tx20456,54405,382
tx20457,70319,952
tx20458,14621,911
tx20459,85948,337
tx20460,92334,687
tx20461,27319,388
tx20462,88417,208
tx20463,96323,885
tx20464,56284,522
tx20465,19063,744
tx20466,11021,113
tx20467,5375,595
tx20468,97670,920
tx20469,58026,911
tx20470,32145,562
tx20471,15591,541
tx20472,65313,855
tx20473,73677,403
tx20474,34436,530
tx20475,68705,806
tx20476,53205,308
tx20477,50509,335
tx20478,41975,263
tx20479,25305,697
tx20480,32985,423
tx20481,32816,543
tx20482,96429,403
tx20483,56111,128
tx20484,19347,675
tx20485,53858,609
tx20486,62137,544
tx20487,43152,277
tx20488,28131,254
tx20489,25445,661
tx20490,38348,673
tx20491,58968,842
tx20492,64698,687
tx20493,9663,350
tx20494,57400,642
tx20495,68387,132
tx20496,4242,596
tx20497,8789,771
tx20498,7229,986
tx20499,63082,685
tx20500,87005,523
tx20501,3628,527
tx20502,14772,968
tx20503,22699,163
tx20504,39770,379
tx20505,63456,377
tx20506,79101,231
tx20507,79729,596
tx20508,14188,289
tx20509,1168,110
tx20510,2850,456
tx20511,10258,959
tx20512,47741,186
tx20513,75866,928
tx20514,38178,935
tx20515,53977,663
tx20516,93306,590
tx20517,85858,152
tx20518,59880,426
tx20519,5290,724
tx20520,61013,514
tx20521,90104,603
tx20522,46666,470
tx20523,23750,806
tx20524,41372,258
tx20525,2912,176
tx20526,73848,826
tx20527,68588,974
tx20528,48495,861
tx20529,31690,448
tx20530,29996,306
tx20531,1804,548
tx20532,40374,933
tx20533,19227,635
tx20534,72671,180
tx20535,3752,272
tx20536,68950,907
tx20537,63748,493
tx20538,20918,785
tx20539,51494,493
tx20540,96252,148
tx20541,4408,447
tx20542,15719,367
tx20543,68924,596
tx20544,57586,509
tx20545,76052,919
tx20546,57099,700
tx20547,40074,833
tx20548,4551,413
tx20549,93308,563
tx20550,6975,532
tx20551,90378,190
tx20552,63264,594
tx20553,22942,233
tx20554,62273,501
tx20555,40565,517
tx20556,76332,477
tx20557,7292,874
tx20558,63784,665
tx20559,69358,523
tx20560,86938,509
tx20561,40338,492
tx20562,89771,727
tx20563,18672,660
tx20564,62015,376
tx20565,24692,863
tx20566,69728,477
tx20567,79807,369
tx20568,73941,451
tx20569,99508,583
tx20570,81151,897
tx20571,9514,936
tx20572,9603,973
tx20573,69390,183
tx20574,82152,846
tx20575,62089,697
tx20576,56174,776
tx20577,45283,961
tx20578,79045,688
tx20579,8638,295
tx20580,96452,353
tx20581,1711,965
tx20582,74083,727
tx20583,83579,159
tx20584,77123,382
tx20585,90332,740
tx20586,87374,919
tx20587,71462,826
tx20588,9684,981
tx20589,91084,885
tx20590,41125,554
tx20591,29565,775
tx20592,90028,543
tx20593,91817,613
tx20594,59596,214
tx20595,31282,482
tx20596,58363,123
tx20597,55697,881
tx20598,95450,684
tx20599,95008,910
tx20600,83718,525
tx20601,16284,104
tx20602,73813,984
tx20603,41072,733
tx20604,76457,590
tx20605,94084,722
tx20606,97644,431
tx20607,69070,940
tx20608,95439,566
tx20609,2161,992
tx20610,95538,516
tx20611,14953,646
tx20612,86512,689
tx20613,1096,726
tx20614,50575,697
tx20615,72077,538
tx20616,36005,952
tx20617,71785,134
tx20618,69350,288
tx20619,72759,106
tx20620,65160,396
tx20621,64407,136
tx20622,42034,842
tx20623,95895,133
tx20624,13497,751
tx20625,29640,551
tx20626,30115,215
tx20627,5127,328
tx20628,66871,598
tx20629,75504,808
tx20630,36367,383
tx20631,2773,388
tx20632,77623,151
tx20633,12809,272
tx20634,37792,311
tx20635,8446,983
tx20636,29315,434
tx20637,47883,958
tx20638,99547,918
tx20639,53995,250
tx20640,6867,784
tx20641,45495,396
tx20642,41072,197
tx20643,10366,107
tx20644,39564,880
tx20645,36166,590
tx20646,90615,399
tx20647,51803,592
tx20648,32012,922
tx20649,98440,526
tx20650,46041,629
tx20651,58747,950
tx20652,82310,274
tx20653,8043,357
tx20654,4942,843
tx20655,52543,465
tx20656,98802,693
tx20657,18372,803
tx20658,84868,716
tx20659,97670,852
tx20660,1483,747
tx20661,45200,605
tx20662,84038,960
tx20663,17340,800
tx20664,56827,764
tx20665,78912,967
tx20666,43925,987
tx20667,17489,659
tx20668,1967,521
tx20669,13456,757
tx20670,17784,610
tx20671,79981,884
tx20672,33537,452
tx20673,35059,811
tx20674,17064,719
tx20675,22910,992
tx20676,39081,385
tx20677,96607,891
tx20678,29449,605
tx20679,61614,379
tx20680,69238,487
tx20681,80756,138
tx20682,28192,792
tx20683,90254,128
tx20684,99412,116
tx20685,92977,662
tx20686,40673,205
tx20687,3766,219
tx20688,75160,541
tx20689,33255,701
tx20690,83640,718
tx20691,34112,508
tx20692,25315,330
tx20693,95586,186
tx20694,69449,812
tx20695,97297,441
tx20696,39097,765
tx20697,52710,897
tx20698,74095,579
tx20699,5439,644
tx20700,87685,153
tx20701,17144,818
tx20702,60323,507
tx20703,24132,584
tx20704,92928,989
tx20705,68243,563
tx20706,67610,118
tx20707,56792,169
tx20708,95368,688
tx20709,71086,353
tx20710,70774,816
tx20711,75601,579
tx20712,74412,310
tx20713,53829,148
tx20714,33315,645
tx20715,41622,634
tx20716,80544,282
tx20717,68564,880
tx20718,49100,642
tx20719,13651,704
tx20720,4609,797
tx20721,93711,602
tx20722,31884,393
tx20723,87350,397
tx20724,69673,290
tx20725,50842,949
tx20726,62995,106
tx20727,75587,530
tx20728,81544,661
tx20729,45206,330
tx20730,47911,713
tx20731,46981,972
tx20732,13060,333
tx20733,99655,106
tx20734,71392,430
tx20735,39797,515
tx20736,88967,579
tx20737,41490,149
tx20738,12214,935
tx20739,96654,422
tx20740,8439,246
tx20741,48197,361
tx20742,37389,272
tx20743,81873,534
tx20744,78027,931
tx20745,34340,283
tx20746,62568,818
tx20747,55136,690
tx20748,25241,111
tx20749,9352,269
tx20750,76375,593
tx20751,31697,274
tx20752,28763,472
tx20753,33780,232
tx20754,63858,490
tx20755,29139,322
tx20756,57829,308
tx20757,59354,185
tx20758,16987,224
tx20759,49045,397
tx20760,83859,819
tx20761,87868,299
tx20762,75462,636
tx20763,59151,350
tx20764,23141,668
tx20765,95597,968
tx20766,44420,620
tx20767,67432,174
tx20768,88953,269
tx20769,2474,201
tx20770,65947,754
tx20771,68855,594
tx20772,30460,646
tx20773,75018,973
tx20774,11886,680
tx20775,37267,589
tx20776,18611,508
tx20777,48710,345
tx20778,68258,167
tx20779,89414,786
tx20780,16942,800
tx20781,60169,280
tx20782,35469,721
tx20783,85627,541
tx20784,28052,339
tx20785,53739,698
tx20786,46173,613
tx20787,60253,229
tx20788,50475,907
tx20789,93373,900
tx20790,2897,265
tx20791,21677,682
tx20792,93472,840
tx20793,15232,728
tx20794,91724,219
tx20795,33599,884
tx20796,58152,876
tx20797,70674,750
tx20798,50426,469
tx20799,93115,632
tx20800,2918,700
tx20801,82298,751
tx20802,77750,620
tx20803,25806,988
tx20804,50590,988
tx20805,48844,430
tx20806,82700,595
tx20807,67927,895
tx20808,2055,215
tx20809,82975,596
tx20810,85012,785
tx20811,8609,187
tx20812,25561,661
tx20813,58828,673
tx20814,64788,278
tx20815,28180,293
tx20816,20796,553
tx20817,49889,221
tx20818,51481,665
tx20819,4518,491
tx20820,39493,601
tx20821,50696,810
tx20822,2326,258
tx20823,79661,605
tx20824,8749,421
tx20825,57917,766
tx20826,3932,793
tx20827,66824,330
tx20828,62745,277
tx20829,81315,873
tx20830,41311,197
tx20831,94591,913
tx20832,31038,801
tx20833,12297,488
tx20834,56653,314
tx20835,75222,309
tx20836,4206,366
tx20837,81490,947
tx20838,54936,184
tx20839,66329,999
tx20840,40855,970
tx20841,8621,774
tx20842,42238,367
tx20843,24327,355
tx20844,58226,209
tx20845,95064,811
tx20846,91224,704
tx20847,59371,402
tx20848,27468,349
tx20849,20974,400
tx20850,38573,976
tx20851,63771,971
tx20852,52469,815
tx20853,77961,545
tx20854,27454,249
tx20855,17172,240
tx20856,7898,407
tx20857,72407,353
tx20858,34071,878
tx20859,75872,259
tx20860,59619,709
tx20861,64356,938
tx20862,64483,249
tx20863,73397,683
tx20864,99058,241
tx20865,10581,949
tx20866,74584,445
tx20867,4580,913
tx20868,77544,236
tx20869,80744,487
tx20870,44952,556
tx20871,56462,354
tx20872,34612,115
tx20873,31233,529
tx20874,13085,384
tx20875,73877,917
tx20876,41662,769
tx20877,66036,332
tx20878,17378,439
tx20879,11659,623
tx20880,87265,191
tx20881,25221,452
tx20882,19572,890
tx20883,63833,613
tx20884,99747,443
tx20885,55004,765
tx20886,51216,382
tx20887,39203,149
tx20888,74285,427
tx20889,89463,752
tx20890,74036,540
tx20891,41723,773
tx20892,43227,446
tx20893,58585,641
tx20894,6866,538
tx20895,45283,902
tx20896,94586,955
tx20897,99274,517
tx20898,19237,545
tx20899,95979,128
tx20900,28606,193
tx20901,54313,957
tx20902,23591,544
tx20903,53397,192
tx20904,85909,841
tx20905,59374,619
tx20906,48634,821
tx20907,19091,573
tx20908,50778,324
tx20909,64317,514
tx20910,38428,888
tx20911,79223,256
tx20912,63548,997
tx20913,40870,435
tx20914,40796,861
tx20915,7835,624
tx20916,71876,618
tx20917,34867,399
tx20918,7699,175
tx20919,70817,417
tx20920,77540,300
tx20921,97410,440
tx20922,16543,188
tx20923,60788,593
tx20924,93913,351
tx20925,72009,245
tx20926,40321,340
tx20927,30242,343
tx20928,79590,897
tx20929,28608,185
tx20930,91601,894
tx20931,70153,727
tx20932,45007,188
tx20933,37443,232
tx20934,8708,481
tx20935,7673,792
tx20936,40225,275
tx20937,91540,671
tx20938,9809,205
tx20939,89629,378
tx20940,41607,596
tx20941,14074,783
tx20942,69855,661
tx20943,37989,645
tx20944,94066,253
tx20945,89482,826
tx20946,56068,904
tx20947,49699,970
tx20948,29786,758
tx20949,67792,806
tx20950,57615,467
tx20951,10363,878
tx20952,9608,265
tx20953,29381,510
tx20954,91720,232
tx20955,63476,512
tx20956,27271,104
tx20957,19941,436
tx20958,43730,699
tx20959,84285,229
tx20960,91900,253
tx20961,96630,340
tx20962,13062,366
tx20963,55966,752
tx20964,69788,134
tx20965,65510,231
tx20966,70503,725
tx20967,91588,778
tx20968,45918,259
tx20969,2634,981
tx20970,44982,664
tx20971,62327,673
tx20972,95783,731
tx20973,89401,992
tx20974,12405,897
tx20975,10106,724
tx20976,38303,727
tx20977,26569,836
tx20978,74228,141
tx20979,59437,341
tx20980,65554,594
tx20981,33541,112
tx20982,70397,496
tx20983,50993,554
tx20984,73914,257
tx20985,37124,810
tx20986,39164,982
tx20987,82485,487
tx20988,35121,908
tx20989,90167,337
tx20990,4737,801
tx20991,60023,254
tx20992,89197,869
tx20993,33742,264
tx20994,25626,787
tx20995,90342,567
tx20996,79365,335
tx20997,82452,541
tx20998,48489,575
tx20999,96229,714
tx21000,92935,965
tx21001,26879,645
tx21002,71522,840
tx21003,75178,888
tx21004,28939,704
tx21005,16194,634
tx21006,90477,153
tx21007,12297,122
tx21008,38102,367
tx21009,65286,235
tx21010,17781,267
tx21011,62212,484
tx21012,65744,790
tx21013,61426,339
tx21014,46015,404
tx21015,24536,896
tx21016,36824,423
tx21017,37589,345
tx21018,12334,718
tx21019,58953,273
tx21020,19316,620
tx21021,81540,577
tx21022,12338,155
tx21023,85949,911
tx21024,36312,939
tx21025,27554,237
tx21026,59947,646
tx21027,37796,829
tx21028,20359,924
tx21029,12375,258
tx21030,36430,164
tx21031,33021,133
tx21032,94830,919
tx21033,95013,608
tx21034,77974,336
tx21035,92527,902
tx21036,55752,372
tx21037,19951,280
tx21038,60786,202
tx21039,13501,114
tx21040,4115,360
tx21041,64954,566
tx21042,62566,771
tx21043,27243,524
tx21044,57551,533
tx21045,93595,203
tx21046,8227,286
tx21047,9510,362
tx21048,6730,115
tx21049,87246,741
tx21050,17135,859
tx21051,4468,243
tx21052,59971,292
tx21053,25644,404
tx21054,38046,927
tx21055,96068,404
tx21056,42356,836
tx21057,12727,745
tx21058,41031,450
tx21059,90419,912
tx21060,20910,499
tx21061,1528,719
tx21062,13069,149
tx21063,36693,385
tx21064,15817,769
tx21065,31238,452
tx21066,93465,541
tx21067,21963,968
tx21068,98745,952
tx21069,71044,557
tx21070,86527,181
tx21071,72143,371
tx21072,44817,533
tx21073,47588,480
tx21074,93312,752
tx21075,93081,655
tx21076,50965,608
tx21077,51708,577
tx21078,27273,211
tx21079,62673,175
tx21080,90932,257
tx21081,26405,688
tx21082,70813,247
tx21083,45921,762
tx21084,53162,207
tx21085,61394,326
tx21086,86855,244
tx21087,90261,1000
tx21088,99014,454
tx21089,34641,434
tx21090,57329,510
tx21091,55919,485
tx21092,23585,800
tx21093,84160,831
tx21094,94178,150
tx21095,72723,899
tx21096,98087,191
tx21097,87436,623
tx21098,75629,191
tx21099,1649,451
tx21100,88023,455
tx21101,48462,983
tx21102,43962,447
tx21103,68695,389
tx21104,90451,224
tx21105,56966,714
tx21106,33405,633
tx21107,25084,302
tx21108,44646,185
tx21109,95101,374
tx21110,48590,784
tx21111,7385,593
tx21112,38224,664
tx21113,69608,344
tx21114,6562,930
tx21115,5121,811
tx21116,35224,873
tx21117,8818,784
tx21118,36034,240
tx21119,71123,873
tx21120,8473,956
tx21121,34371,631
tx21122,77784,909
tx21123,96898,860
tx21124,1115,749
tx21125,54383,980
tx21126,11418,247
tx21127,11936,879
tx21128,66413,707
tx21129,49125,471
tx21130,30292,685
tx21131,91086,194
tx21132,7196,262
tx21133,58358,295
tx21134,10509,640
tx21135,32264,146
tx21136,15379,636
tx21137,2907,104
tx21138,55112,408
tx21139,33140,1000
tx21140,91322,533
tx21141,85341,232
tx21142,93478,664
tx21143,57785,921
tx21144,69820,309
tx21145,29779,721
tx21146,74241,318
tx21147,99382,774
tx21148,9179,773
tx21149,55588,997
tx21150,68987,515
tx21151,69744,218
tx21152,36597,267
tx21153,39243,662
tx21154,49560,858
tx21155,12640,288
tx21156,79299,149
tx21157,78342,628
tx21158,60309,847
tx21159,73395,276
tx21160,65204,540
tx21161,62441,737
tx21162,57262,779
tx21163,74741,335
tx21164,91928,290
tx21165,88992,772
tx21166,99303,527
tx21167,42347,139
tx21168,3752,137
tx21169,8405,774
tx21170,33040,494
tx21171,11275,300
tx21172,4437,551
tx21173,2372,327
tx21174,87509,799
tx21175,47574,765
tx21176,92614,766
tx21177,48180,985
tx21178,83636,352
tx21179,8509,140
tx21180,94293,887
tx21181,21990,775
tx21182,74791,534
tx21183,28940,823
tx21184,96504,844
tx21185,62026,121
tx21186,34421,123
tx21187,48839,841
tx21188,83998,831
tx21189,48696,651
tx21190,33670,313
tx21191,96051,216
tx21192,32493,406
tx21193,89873,682
tx21194,68740,420
tx21195,13641,462
tx21196,12265,456
tx21197,21714,598
tx21198,63415,572
tx21199,17659,450
tx21200,54711,735
tx21201,62986,886
tx21202,46219,738
tx21203,96365,934
tx21204,33369,313
tx21205,40337,576
tx21206,49542,541
tx21207,38233,810
tx21208,49883,396
tx21209,7696,613
tx21210,25605,234
tx21211,65402,521
tx21212,26688,689
tx21213,6019,219
tx21214,61939,938
tx21215,98126,748
tx21216,13240,551
tx21217,37660,658
tx21218,11757,701
tx21219,53220,940
tx21220,33261,347
tx21221,54302,669
tx21222,50615,566
tx21223,15574,307
tx21224,67902,254
tx21225,14262,761
tx21226,96142,852
tx21227,13452,729
tx21228,78005,562
tx21229,29588,546
tx21230,97937,776
tx21231,9138,851
tx21232,28416,784
tx21233,66070,372
tx21234,12215,618
tx21235,28791,795
tx21236,9298,467
tx21237,82784,794
tx21238,37860,260
tx21239,19727,114
tx21240,71443,312
tx21241,41837,773
tx21242,8358,296
tx21243,98836,493
tx21244,52962,763
tx21245,62322,643
tx21246,56299,567
tx21247,90951,165
tx21248,94743,434
tx21249,8267,948
tx21250,63647,448
tx21251,82878,993
tx21252,88530,830
tx21253,79106,734
tx21254,5978,687
tx21255,57388,364
tx21256,17541,610
tx21257,77460,982
tx21258,17474,955
tx21259,60527,443
tx21260,1208,638
tx21261,94723,939
tx21262,99406,660
tx21263,93415,302
tx21264,57757,844
tx21265,74685,456
tx21266,11881,213
tx21267,46071,280
tx21268,26257,765
tx21269,77985,279
tx21270,92296,770
tx21271,24083,654
tx21272,37573,295
tx21273,15174,389
tx21274,84604,309
tx21275,60589,464
tx21276,77953,409
tx21277,86573,188
tx21278,81649,899
tx21279,78010,634
tx21280,71115,318
tx21281,59587,880
tx21282,29034,480
tx21283,27871,839
tx21284,22529,469
tx21285,66891,762
tx21286,83382,325
tx21287,40132,636
tx21288,54107,468
tx21289,99397,820
tx21290,81863,540
tx21291,93314,101
tx21292,77307,211
tx21293,35724,779
tx21294,7259,637
tx21295,54979,142
tx21296,21576,494
tx21297,9457,264
tx21298,41155,813
tx21299,73620,663
tx21300,76814,893
tx21301,18048,251
tx21302,25972,434
tx21303,25888,637
tx21304,97565,661
tx21305,75227,237
tx21306,68125,947
tx21307,18019,154
tx21308,92076,903
tx21309,18485,811
tx21310,53033,322
tx21311,56061,984
tx21312,85763,265
tx21313,9290,166
tx21314,93861,721
tx21315,41412,525
tx21316,91423,982
tx21317,14638,820
tx21318,61492,750
tx21319,61526,975
tx21320,8355,535
tx21321,48575,586
tx21322,30092,583
tx21323,87637,848
tx21324,26460,316
tx21325,68212,413
tx21326,99824,795
tx21327,64348,465
tx21328,90149,443
tx21329,20142,215
tx21330,18637,527
tx21331,40548,883
tx21332,7133,549
tx21333,84665,434
tx21334,30213,900
tx21335,80736,138
tx21336,67139,850
tx21337,56673,621
tx21338,33367,774
tx21339,83732,653
tx21340,3109,209
tx21341,70236,224
tx21342,34140,770
tx21343,9793,396
tx21344,59961,351
tx21345,88789,786
tx21346,50915,560
tx21347,80285,855
tx21348,34846,178
tx21349,11674,412
tx21350,53287,561
tx21351,42715,530
tx21352,94439,140
tx21353,60646,508
tx21354,75062,938
tx21355,30036,222
tx21356,83343,867
tx21357,9191,405
tx21358,40310,347
tx21359,48097,604
tx21360,69053,772
tx21361,46059,221
tx21362,83668,914
tx21363,45147,271
tx21364,73592,715
tx21365,50184,410
tx21366,46817,747
tx21367,24608,723
tx21368,7794,370
tx21369,29548,961
tx21370,68157,538
tx21371,29591,473
tx21372,14090,984
tx21373,17909,762
tx21374,73419,476
tx21375,47433,510
tx21376,27589,696
tx21377,33682,217
tx21378,98375,846
tx21379,29566,377
tx21380,80459,193
tx21381,7513,529
tx21382,53935,806
tx21383,17139,950
tx21384,68258,512
tx21385,88531,129
tx21386,83751,546
tx21387,9078,177
tx21388,2462,897
tx21389,54622,630
tx21390,34567,705
tx21391,58196,687
tx21392,25290,576
tx21393,72375,684
tx21394,48687,102
tx21395,6456,252
tx21396,31684,793
tx21397,98676,197
tx21398,30837,468
tx21399,81427,149
tx21400,77039,397
tx21401,79655,713
tx21402,99247,296
tx21403,17330,185
tx21404,13757,867
tx21405,63650,633
tx21406,24313,316
tx21407,61885,138
tx21408,32073,476
tx21409,42715,677
tx21410,45032,361
tx21411,78209,929
tx21412,50732,896
tx21413,83472,692
tx21414,81813,681
tx21415,36902,675
tx21416,3346,649
tx21417,80992,729
tx21418,27853,449
tx21419,62112,621
tx21420,69497,139
tx21421,49888,995
tx21422,38821,904
tx21423,78743,322
tx21424,93501,459
tx21425,91762,251
tx21426,65829,291
tx21427,48911,671
tx21428,77735,276
tx21429,10197,379
tx21430,66278,831
tx21431,1517,244
tx21432,25787,344
tx21433,55631,434
tx21434,54214,827
tx21435,18143,701
tx21436,62152,240
tx21437,14684,215
tx21438,76666,325
tx21439,48128,752
tx21440,94622,528
tx21441,45681,177
tx21442,76422,874
tx21443,35209,911
tx21444,87803,558
tx21445,18116,662
tx21446,85209,329
tx21447,66030,660
tx21448,92605,234
tx21449,16289,325
tx21450,89574,830
tx21451,83658,243
tx21452,38392,388
tx21453,16507,297
tx21454,73491,777
tx21455,91167,607
tx21456,76020,173
tx21457,13505,932
tx21458,69202,909
tx21459,3878,953
tx21460,45332,256
tx21461,25073,913
tx21462,89848,876
tx21463,35603,403
tx21464,14594,459
tx21465,27273,539
tx21466,95192,223
tx21467,47058,969
tx21468,72823,412
tx21469,55031,667
tx21470,26935,499
tx21471,16994,814
tx21472,61293,432
tx21473,20735,851
tx21474,43150,795
tx21475,53004,374
tx21476,12087,768
tx21477,37906,183
tx21478,79422,184
tx21479,11528,314
tx21480,40185,595
tx21481,29971,251
tx21482,14286,629
tx21483,67309,283
tx21484,81302,851
tx21485,32189,931
tx21486,1429,305
tx21487,58083,717
tx21488,77445,216
tx21489,27160,498
tx21490,90802,509
tx21491,74053,825
